Unnamed: 0,ShortName,RegionName,FullName,WebSite,PathToSoft,SoftInfo
164,"ФГБОУ ВО СПбГУ ГА им. А.А. Новикова, Санкт-Петербургский государственный университет гражданской авиации, СПбГУ ГА, Университет гражданской авиации",г. Санкт-Петербург,Федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-Петербургский государственный университет гражданской авиации имени Главного маршала авиации А.А. Новикова»,https://spbguga.ru/,https://spbguga.ru/files/PK/PK_OF/2021/Perechen_vstup_ispit.pdf,
165,ФГБОУ ВО СибГУФК,Омская область,Федеральное государственное  бюджетное образовательное учреждение высшего образования «Сибирский государственный университет физической культуры и спорта»,https://sibsport.ru/,https://rpd.sibsport.ru/RPDPrint/printrp?id=20776,"CentOS Linux 7.7, SUSE Linux Enterprise Server (SLES) 12 SP4 and 15.0, Windows Server 2019 and 2022, Google Chrome, Mozilla Firefox, Chromium Edge browser."
166,ТУ им. А.А. Леонова; ФГБОУ ВО «Технологический университет»; «Технологический университет»,Московская область,"Федеральное государственное  бюджетное образовательное учреждение высшего образования «Технологический университет имени дважды Героя Советского Союза, летчика-космонавта А.А. Леонова»",https://unitech-mo.ru/,https://ies.unitech-mo.ru/files/umkupload/3/202127898641/ef721bb4ea3da3f755b761aa9a9bce3c.pdf,"Microsoft Project, Microsoft Office, SPSS, Adobe Acrobat, Autodesk Inventor, Abaqus, Aspen Plus, Ansys, Altair, Cinema 4D, Creo Parametric, 3D Max, Maya, Autodesk Revit, MAXSURF, Adobe Premium Pro, Microsoft Office 365, AutoCAD, SolidWorks, Abaqus CAE, Robot, KOMPAS-3D, CorelDRAW, ETABS, STAAD.Pro, Adams, MathCAD, Type3, SQL Server, Visual Studio, Visual Studio Code, Python, PyCharm, Matlab, Microsoft Visual C++, Adobe Photoshop."
167,МГИМО МИД России,г. Москва,Федеральное государственное автономное образовательное учреждение высшего образования «Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации»,https://mgimo.ru/,https://mgimo.ru/upload/iblock/133/gurinovich-a-g-programma-dlya-fup-ap-2018.pdf,
168,РУДН; РУДН им. Патриса Лумумбы; Российский университет дружбы народов им. Патриса Лумумбы; Российский университет дружбы народов; ФГАОУ ВО РУДН; ФГАОУ ВО РУДН им. Патриса Лумумбы; ФГАОУ ВО «Российский университет дружбы народов имени Патриса Лумумбы»,г. Москва,Федеральное государственное автономное образовательное учреждение высшего образования «Российский университет дружбы народов имени Патриса Лумумбы»,https://www.rudn.ru/,https://www.rudn.ru/sveden/files/Progr_Informatika.pdf,
169,ФГБОУ ВО ИрГУПС,Иркутская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский государственный университет путей сообщения»,https://www.irgups.ru/,https://www.irgups.ru/krizht/edu/perechen-programm-professionalnoy-perepodgotovki,"Microsoft Office, Autodesk AutoCAD, 3ds Max, Oracleocator, Adobe Creative Cloud, SolidWorks, Microsoft Visual Studio, Microsoft Visio, Google Workspace, Cisco Webex, IBM SPSS, MATLAB, Wolfram Mathematica, Microsoft Project, Microsoft Excel, Autodesk Revit, Autodesk Inventor, Schneider Electric SEE Electrical, Schneider Electric SEE Electrical Advanced, zemsoft Ecoterm Calculator, Autodesk Maya, PvElite Fury WCS, PVsyst."
170,ФГБОУ ВО «АГПУ»,Запорожская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Азовский государственный педагогический университет»,http://azovspu.ru/,https://azovspu.ru/education.php,
171,ФГБОУ ВО «ВЛГАФК»,Псковская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Великолукская государственная академия физической культуры и спорта»,https://www.vlgafc.ru/,https://www.vlgafc.ru/sveden/education/,
172,ФГБОУ ВО «ВГАФК»,Волгоградская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Волгоградская государственная академия физической культуры»,https://www.vgafk.ru/,https://www.vgafk.ru/open_envirentment/upturn_skills_to_specialist/,
173,ФГБОУ ВО «ВГУВТ»,Нижегородская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Волжский государственный университет водного транспорта»,https://vsuwt.ru/,https://vsuwt.ru/files/umk/Dis000000073.pdf,"MATLAB, AutoCAD, Autodesk Inventor, Microsoft Office, Linux, Oracle Database, IBM SPSS, SharePoint, 1Shift uTorrent, Adobe Acrobat, Audacity, Google Chrome, Mozilla Firefox, Microsoft Visio, Wireshark, SVN Tortoise."
174,ФГБОУ ВО «ВГАС»,Воронежская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Воронежская государственная академия спорта»,https://www.vgifk.ru/,https://www.vgifk.ru/sites/default/files/docs_group/2022_polozhenie_o_rpd_vgas_0.pdf,
175,ВАВТ Минэкономразвития России,г. Москва,Федеральное государственное бюджетное образовательное учреждение высшего образования «Всероссийская академия внешней торговли Министерства экономического развития Российской Федерации»,https://dvf-vavt.ru/,https://www.dvf-vavt.ru/files/Biblioteka/Sborniki/kan_e_v_ved.pdf,"3ds Max, Adobe Acrobat, Adobe After Effects, Adobe Illustrator, Adobe InDesign, Adobe Premiere Pro, Adobe Photoshop, ABBYY FineReader, ArchiCAD, Autodesk AutoCAD, Autodesk Maya, Bridge, ClinELL, CodeMeter, CorelDRAW, Cyclone, EndNote, Grapholith, Google Apps, Microsoft Access, Microsoft Excel, Microsoft Office, Microsoft PowerPoint, Microsoft Teams, Microsoft Visio, Microsoft Word, Oracle Database, Origin, Parallels Desktop, PyCharm, Revit, SPSS, SQL Server, Statistica, TurboCAD, VMware Workstation, Blender, Autodesk, GWB, ResCalc, Grapholith, PGI Native."
176,ФГБОУ ВО «ГМУ им. адм. Ф.Ф. Ушакова»,Краснодарский край,Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный морской университет имени адмирала Ф.Ф. Ушакова»,https://www.aumsu.ru/,https://www.aumsu.ru/education/professionalno-obshchestvennaya-akkreditatsiya,"Moodle, Git, Bitbucket, GitLab, Atlassian, VisualSVN, Sublime Text, Visual Studio, IntelliJ IDEA, PyCharm, PostgreSQL, Microsoft Office, Google Drive, Microsoft Teams, Trello, Jitsi Meet, Unicheck, Microsoft Excel, Tildes, 1С, 1С:Предприятие 8, 1С:Образование."
177,ФГБОУ ВО «ГУМРФ имени адмирала С.О. Макарова»,г. Санкт-Петербург,Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный университет морского и речного флота имени адмирала С.О. Макарова»,https://gumrf.ru/,https://abitur.gumrf.ru/files/priem_2023/spisok_zachislennyh/1125_oo_28.08.2023.pdf,"Microsoft Windows, Microsoft Office, Microsoft Teams, Zoom, Google Workspace, Autocad, SPDS, Astra, PLAXIS, MapInfo, 3ds Max, Autodesk Inventor, Autodesk Maya, Autodesk Revit, MATLAB, SolidWorks, Adobe Creative Cloud, Autodesk AutoCAD Civil 3D, Autodesk Revit Architecture, Autodesk Revit Structure, Autodesk Revit MEP."
178,ФГБОУ ВО «ДВГАФК»,Хабаровский край,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточная государственная академия физической культуры»,http://dvgafk.com/,http://dvgafk.com/sveden.html,
179,"ФГБОУ ВО «Дальневосточный государственный университет путей сообщения», Дальневосточный государственный университет путей сообщения, ФГБОУ ВО ДВГУПС, ДВГУПС",Хабаровский край,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный университет путей сообщения»,https://dvgups.ru/,https://dvgups.ru/images/main/files/umu/rpd/2022/Бакалавриат/очка-заочка/40.03.01 Юриспруденция/Б1.О.05/Информационные технологии в юридической деятельности.pdf,"CorelDRAW, Adobe Acrobat, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Autodesk AutoCAD, Autodesk Revit, Microsoft Office, Microsoft Visio, MATLAB, SAS, SPSS, Statistica, ERwin Data Modeler, IBM SPSS Modeler, Microsoft SQL Server, Oracle Database, MySQL, PostgreSQL, VirtualBox, VMware, Cisco Packet Tracer, Wireshark, nmap, Burp Suite, John the Ripper, Aircrack-ng, OpenVAS, Microsoft Project, Microsoft SharePoint, Microsoft Teams, Git, Microsoft Visual Studio, Eclipse, NetBeans, IntelliJ IDEA, Sublime Text, Visual Studio Code, Unity, Unreal Engine."
180,"ФГБОУ ВО «Дипломатическая академия МИД России», Дипломатическая академия МИД России, ДА МИД России",г. Москва,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дипломатическая академия Министерства иностранных дел Российской Федерации»,http://www.dipacademy.ru/,https://www.dipacademy.ru/documents/7430/РПД_Правоохранительные_органы_2022.pdf,"3DS MAX, Autodesk Revit, Adobe Acrobat, Adobe After Effects, Adobe Audition, Adobe Bridge, Adobe Dreamweaver, Adobe Fireworks, Adobe Flash, Adobe Illustrator, Adobe InCopy, Adobe InDesign, Adobe Lightroom, Adobe Media Encoder, Adobe Photoshop, Adobe Prelude, Adobe Premiere Pro, Anki, Apache NetBeans, Audacity, Blender, Box, Cisco AnyConnect, Cisco Jabber, Cisco Webex, ConceptDraw, CorelDRAW, Cyberark, Dropbox, Endnote, Evernote, Google Drive, Google Workspace, Grammarly, IBM SPSS, Illustrator Draw, IPDV, IsoBuster, IBM Lotus Notes, Kerio Control, Kerio Connect, Kerio Operator, Kerio Workspace, Krita, LastPass, LibreOffice Impress, McAfee Endpoint Security, Microsoft 365, Microsoft Azure, Microsoft Office, Microsoft OneDrive, Microsoft Teams, Microsoft Visio, MindMeister, Moodle, Mumble, MySQL, Oracle Database, Paperpile, PowerShell, PuTTY, QuarkXPress, Slack, Skype, Sophos Antivirus, Tableau, Telegram, TortoiseSVN, Ubuntu, Visual Studio Code, VLC media player, Vulkan SDK, WhatsApp, WildFly, Windows, XnView, YouTube, Zoom, Zotero."
181,ФГБОУ ВО КГУФКСТ,Краснодарский край,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный университет физической культуры, спорта и туризма»",https://www.kgufkst.ru/,https://www.kgufkst.ru/sveden/education/eduprof/,
182,"ФГБОУ ВО «МГУ», Мелитопольский государственный университет, МГУ",Запорожская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Мелитопольский государственный университет»,https://mgu-mlt.ru/,https://mgu-mlt.ru/fakultety/tehnicheskiy-fakultet/02-03-02-fundamentalnaya-informatika-i-informaczionnye-tehnologii-profil-programmirovanie-i-informaczionnye-tehnologii/,
183,МГУ им. адм. Г.И. Невельского,Приморский край,Федеральное государственное бюджетное образовательное учреждение высшего образования «Морской государственный университет имени адмирала Г.И. Невельского»,https://www.msun.ru/,https://www.msun.ru/upload/folders/sveden/education/rpd/2022/01_vo/10.05.04/Б1.О.33 Программно-аппаратные средства обеспечения информационной безопасности.pdf,
184,ФГБОУ ВО МГАФК,Московская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия физической культуры»,https://mgafk.ru/,https://mgafk.ru/niit,
185,"НГУ им. П.Ф. Лесгафта, Санкт-Петербург",г. Санкт-Петербург,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный государственный Университет физической культуры, спорта и здоровья имени П.Ф. Лесгафта, Санкт-Петербург»",http://lesgaft.spb.ru/,http://lesgaft.spb.ru/ru/commission/informaciya-dlya-postupayushchih-v-bakalavriat,"IIS, Microsoft SQL Server, Microsoft .NET Framework, Microsoft Visual Studio, Microsoft Office, Adobe Acrobat Reader, Google Chrome, Mozilla Firefox."
186,"ФГБОУ ВО «ОмГПУ», ОмГПУ",Омская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный педагогический университет»,https://omgpu.ru/,https://omgpu.ru/sites/default/files/files/basic/rabochie-programmy-uchebnyh-predmetov/informatika_10-11.pdf,"1C:Предприятие, Adobe Acrobat, Adobe After Effects, Adobe Illustrator, Adobe InDesign, Adobe Lightroom, Adobe Photoshop, AutoCAD, CMapTools, Clarke-Hess, CodeMirror, CorelDRAW, Excel, Geogebra, Geometer's Sketchpad, Google Web Designer, Graphing Calculator 3D, Illustrator Draw, Inkscape, LabView, Microsoft Access, Microsoft Office, Microsoft PowerPoint, Microsoft Visio, NCSS, OriginLab, Paint.NET, Processing, Scilab, Scratch, StarUML, Statistica, TikZ, LaTeX, Visual Studio Code, WinWord."
187,ФГБОУ ВО «Поволжский ГУФКСиТ»,Республика Татарстан (Татарстан),"Федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский государственный университет физической культуры, спорта и туризма»",https://unifirst.ru/,https://unifirst.ru/sveden/files/000740.pdf,"Microsoft Office, Google Suite, Zoom, Microsoft Teams, Canva, Python."
188,ФГБОУ ВО «ПГТУ»,Донецкая Народная Республика,Федеральное государственное бюджетное образовательное учреждение высшего образования «Приазовский государственный технический университет»,https://pstu.su/,https://pstu.su/inzhenernoe-delo-texnologii-i-texnicheskie-nauki/informatika-i-vychislitelnaya-texnika/,"Microsoft Office, Autodesk Inventor, Autodesk AutoCAD, STADS, MathCAD, ANSYS Machinery, Adobe Creative Cloud, System Dynamics, Intergraph PDS, Adobe Acrobat, Microsoft Visual Studio, CMS-Prague, ABEL, CNC System 3D_Verb, NX Unigraphics, Mastercam, ADEM, AScell, SprutCAM, Siemens Solid Edge, Microsoft Visio, Proteles, Autodesk Simulation Moldflow Insight."
189,ФГБОУ ВО РГАИС,г. Москва,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская государственная академия интеллектуальной собственности»,https://rgiis.ru/,https://rgiis.ru/,"Joomla!, Moodle, Adobe Creative Cloud, Microsoft Office, Autodesk Revit, SPSS, MATLAB, Python, Notepad++, Audacity, SPSS Statistics, Dropbox, Git, GitHub Desktop, FreeBSD, CentOS, pfSense, Microsoft Azure, Amazon Web Services (AWS), Google Cloud Platform, IBM SPSS Modeler, IBM SPSS Statistics, SAS, LaTeX, Overleaf, GitLab, Oracle Database, Microsoft SQL Server, SQLite, Microsoft Visual Studio Code, MathWorks MATLAB."
190,ФГБОУВО «РГУП»,г. Москва,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный университет правосудия»,https://rgup.ru/,https://feb.rgup.ru/?mod=pages&id=4106,"Microsoft Office, OpenOffice, Autodesk AutoCAD, Autodesk 3ds Max, Autodesk Maya, GraphiCS, GeoGebra, Visual Studio, IntelliJ IDEA, Adobe Photoshop, Adobe Illustrator, 1С:Учитель, Avast Antivirus, Kaspersky Antivirus, Economist, Excel STAT, PyCharm, Oracle DBMS, Blumax IS, DSpace, Joomla, Microsoft SharePoint, Moodle, MS Teams, Subscan, Zoom Video Communications"
191,"РУС ""ГЦОЛИФК""",г. Москва,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский университет спорта ""ГЦОЛИФК""",https://gtsolifk.ru/,https://gtsolifk.ru/nauka/nii_sporta_i_sportivnoy_meditsini/oborudovanie,"Microsoft Office, SPSS, Adobe Acrobat, MATLAB, GraphPad Prism, Autodesk Inventor, Rhino, 3ds Max, EndNote, Premiere Pro, After Effects, Autodesk Maya, V-Ray, Revit, SketchUp, SMART Software, Google Docs, Sheets, Drive, Microsoft Teams, Zoom, Notepad++, PyCharm, Visual Studio Code, PGAdmin, Siemens Solid Edge, COMSOL Multiphysics, Autodesk AutoCAD, Autodesk Revit, IBM SPSS Statistics, EHabitat, GraphJet, WireframeSketcher, HydroHeliopus, Adobe Photoshop, Adobe Illustrator, Cisco WebEx, ANSYS Fluent, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Microsoft Outlook, Microsoft Publisher."
192,ФГБОУ ВО «СГУВТ»,Новосибирская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет водного транспорта»,https://www.ssuwt.ru/,https://www.ssuwt.ru/abiturient/2023/plan-nabora,"Microsoft Office, Google Drive, 1C:University, ARENA, 1C:Зарплата и управление персоналом для бюджетной сферы."
193,ФГБОУ ВО «СГУС»,Смоленская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный университет спорта»,http://sgus.ru/,http://sgus.ru/obrazovanie/elektronnaya-informatsionno-obrazovatelnaya-sreda/,
195,"ФГБОУ ВО ""УралГУФК""",Челябинская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный университет физической культуры»,https://uralgufk.ru/,https://uralgufk.ru/sveden/education/eduop/dpo,"Microsoft Office, Autodesk AutoCAD, Adobe Acrobat, Adobe Illustrator, SPSS Statistics, Autodesk Revit, Autodesk Inventor, MATLAB, Google Workspace, Microsoft Teams."
197,"Херсонский государственный педагогический университет, ФГБОУ ВО «ХГПУ», ХГПУ",Херсонская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Херсонский государственный педагогический университет»,https://hgpurf.ru/,https://hgpurf.ru/abiturientu-bakalavriat/vstupitelnie-ispitanija/programmi-vstupitelnih-isputanij/programmu-obsheobrazovatelnie,"Microsoft Office, SPSS, MATLAB, Autodesk AutoCAD, Adobe Creative Cloud, Microsoft Teams, Cisco Webex, Moodle, Oracle Database, Python, Java, Visual Studio Code, NetBeans."
198,ФГБОУ ВО ХЕРСОНСКОЙ ОБЛАСТИ «ХТУ»,Херсонская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Херсонский технический университет»,https://htuedu.ru/,https://htuedu.ru/files/specialty_guide.pdf,Adobe Acrobat Reader.
199,ФГБОУ ВО «ЧГАФКиС»,Пермский край,Федеральное государственное бюджетное образовательное учреждение высшего образования «Чайковская государственная академия физической культуры и спорта»,https://chgafkis.ru/,https://chgafkis.ru/perekhod-na-otechestvennoe-po/,
200,"""ФГБОУ ВО ЧГИФКиС""",Республика Саха (Якутия),Федеральное государственное бюджетное образовательное учреждение высшего образования «Чурапчинский государственный институт физической культуры и спорта»,https://chgifkis.ru/,http://chgifkis.ru/sveden/files/rpdUOR23/teoriya-i-istoriya-fizicheskoj-kultury-i-sporta.pdf,"Microsoft Office, LibreOffice, Adobe Acrobat Reader, Windows."
203,ФГБОУ ВО «ДонГТУ»,Луганская Народная Республика,Федеральному государственному бюджетному образовательному учреждению высшего образования «Донбасский государственный технический университет»,https://www.dstu.education/,https://www.dstu.education/st_AES_scs.php,"C, C++, C#, Java, PHP, Python."
204,ЧООВО «ИМЭ»,Республика Дагестан,Частная образовательная организация высшего образования «Институт мировой экономики»,http://www.imeder.ru/,http://www.imeder.ru/ime/obrazovanie/praktika/44.03.02/44.03.02_Proizvod_praktika1_of_ime_21.08.2020.pdf,"Matlab, Autodesk Inventor, AutoCAD, Revit, SolidWorks, Adobe Acrobat, Adobe Photoshop, Microsoft Office."
205,"ЧОУ ВО «Владикавказский институт управления», Владикавказский институт управления, ВИУ",Республика Северная Осетия - Алания,Частное образовательное учреждение высшего образования «Владикавказский институт управления»,http://viu-online.ru/,https://www.viu-online.ru/sveden/objects/,"Canvas for VIULearn, D2L, Brightspace, Quiz feedback, Grades in VIULearn, User Progress in VIULearn, VIUTube, VIUBlogs, VIUOnline Rooms, VIU Technology Help, Linux, Wordpress, PHP, Content Management Systems, Drupal, Java, JSP, HTML, CSS, JavaScript"
207,"ЧОУ ВО ""ИМТП""",г. Москва,"Частное образовательное учреждение высшего образования  ""Институт международной торговли и права""",https://www.imtp.ru/,https://www.imtp.ru/Electronic-information-and-educational-environment/,
208,"ЧОУ ВО ""БАТиП""",г. Санкт-Петербург,"Частное образовательное учреждение высшего образования ""Балтийская академия туризма и предпринимательства""",http://batp.ru/,http://batp.ru/akademiya/obrazovatelnye-programmy/perechen-magisterskih-programm/,"The list of software used by the university 'БАТиП' is:

- Microsoft Office (Word, Excel, PPT), SPSS, Autodesk Revit, Autodesk Civil 3D, Primavera P6, SAP ERP, 1C Accounting, Microsoft Dynamics CRM, OpenProject, Prometheus, and the Online learning platform MOODLE for supporting educational processes, activities and enhancing the learning experience."
209,"ЧОУ ВО АУП, АУП",г. Москва,Частное образовательное учреждение высшего образования «Академия управления и производства»,https://amp1996.ru/,https://amp1996.ru/sveden/education/programs/informacionnye-sistemy-i-tehnologii-napravlennosty-profily-programmno-apparatnye-kompleksy-09.03.02.html,"MathCAD, Autodesk Inventor, AutoCAD, SolidWorks, Microsoft Project, Microsoft Office, Visual Studio, .NET Framework, Git, IntelliJ IDEA, Eclipse, Python, R, Tableau, Power BI, Microsoft SQL Server, MySQL, PostgreSQL, Oracle, IBM DB2, Google Cloud AI Platform, Amazon Web Services (AWS), Microsoft Azure, Java, C++, C#, PHP, Ruby, Swift, MongoDB, Cassandra, Apache Spark, Hadoop, TensorFlow, Keras, OpenCV, CUDA, OpenTK."
210,ЧОУ ВО «БГИ»,г. Санкт-Петербург,Частное образовательное учреждение высшего образования «Балтийский Гуманитарный Институт»,http://bhi.spb.ru/,http://bhi.spb.ru/oko/ob-opisanii-obrazovatelnoj-programmyi/,"1C, Adobe Acrobat, Autodesk, Axure, Blender, Calc, CorelDRAW, Excel, Google Analytics, Google Chrome, Illustrator, InDesign, Inkscape, Internet Explorer, Microsoft Office, Microsoft Word, Mozilla Firefox, OpenOffice, Paint, Photoshop, PowerPoint, Premiere, Quip, Revit, Sketch, SolidWorks, SPSS, Visio, WordPerfect, XPSS."
211,ЧОУ ВО «ВСИЭП»,Иркутская область,Частное образовательное учреждение высшего образования «Восточно-Сибирский институт экономики и права»,https://vsiep.ru/,https://www.vsiep.ru/sveden/files/000522.pdf,"Microsoft Office, Antiplagiat, 1C:Предприятие, Adobe Acrobat, Matlab, Microsoft Visual Studio, Grapholith, Adobe Illustrator, Adobe Photoshop, ArcGIS, Astra Linux, AutoCAD, Microsoft Project, SPSS, Statistica, 3D-max, Epi Info."
212,ЧОУВО «ДВИК»,Приморский край,Частное образовательное учреждение высшего образования «Дальневосточный институт коммуникаций»,https://www.dvik.info/,https://www.dvik.info/,"HTML, CSS, JavaScript, Python, Django, SQL, Java, Oracle SQL Plus, PL/SQL, Microsoft Azure, PowerShell、Power BI, C, C#,aturas, BlueJ Integrated Development Environment, JUnit, Git."
213,ЧОУ ВО ЕИУБП,Ставропольский край,"Частное образовательное учреждение высшего образования «Ессентукский институт управления, бизнеса и права»",http://eiubp.ru/,"http://eiubp.ru/eios/uchebnyie-planyi,-rabochie-programmyi-discziplin-(modulej),-programmyi-praktik,-elektronnyie-uchebnyie-izdaniya-i-elektronnyie-obrazovatelnyie-resu),-programmax-praktik-po-38.03.01-ekonomika",
214,"ЧОУ ВО «ИНСТИТУТ ДРУЖБЫ НАРОДОВ КАВКАЗА», ЧОУ ВО «ИДНК», ИДНК, ЧОУ «ИДНК», ЧОУ «ИНСТИТУТ ДРУЖБЫ НАРОДОВ КАВКАЗА»",Ставропольский край,Частное образовательное учреждение высшего образования «ИНСТИТУТ ДРУЖБЫ НАРОДОВ КАВКАЗА»,https://www.idnk.ru/,https://www.idnk.ru/sveden/files/2023-2024_38_03_02_Menedghment_god_nabora_2023_OFO_plx_Programmnoe_obespechenie_informacii_biznesa.pdf,"Microsoft Office, Google Workspace, Zoom, Skype, Moodle, Microsoft Teams, Google Forms, Telegram, SharePoint, MS OneDrive, MS PowerPoint, MS Excel, MS Word."
215,ЧОУ ВО «ИСГЗ»,Республика Татарстан (Татарстан),Частное образовательное учреждение высшего образования «Институт социальных и гуманитарных знаний»,https://isgz.ru/,https://isgz.ru/sveden/files/Metodicheskie_rekomendacii_po_sostavleniyu_rabochey_programmy_discipliny.pdf,"Microsoft Office Word, Excel, PowerPoint, Adobe Acrobat Reader."
216,"«Кумертауский институт экономики и права», «КИЭП»",Республика Башкортостан,Частное образовательное учреждение высшего образования «Кумертауский институт экономики и права»,https://kiep.ucoz.ru/,,
217,МЭБИК,Курская область,"Частное образовательное учреждение высшего образования «Курский институт менеджмента, экономики и бизнеса»",https://www.mebik.ru/,https://www.mebik.ru/files/sveden/education/Practice_40.03.01-JR(ucheb2).pdf,"Microsoft Office, Adobe Acrobat."
218,ЧОУВО МИДиС,Челябинская область,Частное образовательное учреждение высшего образования «Международный Институт Дизайна и Сервиса»,https://midis.ru/,https://midis.ru/sveden/files/FOS_Informatika(5).pdf,"1Office, Adobe Acrobat Reader, Adobe Dreamweaver, Adobe Flash Player, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Animation Lab, AnyLogic, Apache OpenOffice, ArchiCAD, Autodesk AutoCAD, Autodesk Maya, Blender, Camtasia, Cisco Network Academy, Cisco WebEx, Citrix XenApp, CorelDRAW, Corel PaintShop Pro, DjVuReader, EldoS, EndNote, ERP Miranda, Esri ArcGIS, Evernote, GeoGebra, Google Earth, Google Workspace, IESVE, ImageJ, JabRef, Kali Linux, Kaspersky Endpoint Security, LaTeX, LibreOffice, MathCAD, Mathematica, MATLAB, MAXQDA, MediaPlayer Classic, Microsoft 365, Microsoft Azure, Microsoft Dynamics, Microsoft Hyper-V, Microsoft Office, Microsoft Office Lens, Microsoft Project, Microsoft Teams, Microsoft Visio, Minitab, MySQL, NetBeans, Notepad++, Oracle, Origin, PDF-XChange Editor, PyCharm, Python, QGIS, Quizlet, Python, R, Rosetta Stone, Simul8, SketchUp, SmartDraw, SPSS, Statistica, STATA, TruthTree, Unity, VBA, VMware vSphere, Web of Science, Wolfram Mathematica, Xfce, ZBrush."
219,ЧОУВО «МУ им. С.Ю. Витте»,г. Москва,Частное образовательное учреждение высшего образования «Московский университет имени С.Ю. Витте»,https://www.muiv.ru/,https://www.muiv.ru/abitur/spo/directions/kompyuternye-sistemy-i-kompleksy/,"AutoCAD, MATLAB, Visual Studio, Python, Adobe Creative Cloud, Blender, Autodesk Revit, Microsoft Office, VMware, Atlassian Jira, Git, Cisco Packet Tracer,  Autodesk Maya, Kali Linux, Protege, Microsoft Azure, IBM SPSS, C++, Java, Unix, Datastage, WebSphere, DB2, Oracle, InDesign, Illustrator, Premiere Pro, Visual Basic, Android Studio, PyCharm."
220,ЧОУ ВО «РОСИ»,Курская область,Частное образовательное учреждение высшего образования «Региональный открытый социальный институт»,http://rosi-edu.ru/,https://rosi-edu.ru/sveden/files/UP_PRo_2023.pdf,"Office, Adobe Acrobat, Adobe Dreamweaver, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Aforge.NET, Anti-Plagiarism, Apache NetBeans, Autodesk AutoCAD, Autodesk Maya, Autodesk Revit, Autodesk Simulation Mechanical, Autodesk Simulation Multiphysics, Bitrix24, ChemDraw, CorelDRAW, EndNote, ESRI ArcGIS, Geographic Information System (GIS), Git, IBM SPSS Statistics, LabVIEW, Microsoft 365, Microsoft Azure, Microsoft Dynamics, Microsoft Dynamics 365 Customer Engagement, Microsoft Excel, Microsoft Office, Microsoft OneNote, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft SharePoint, Microsoft Teams, Microsoft Visio, Microsoft Visual Studio, Modellus, OMNet++, OpenModelica, OriginPro, PostgreSQL, Power BI, Prezi, Python, QGIS, R Statistical Software, R Studio, Red Hat Enterprise Linux, Skolkovo Institute of Science and Technology Dataset, SmartCAT, SPSS Statistics, Statistica, TIBCO Data Science, MATLAB, Verilog, Visual Studio Code, VMWare Workstation, Xilinx Vivado, Zabbix."
