StatusName,EduOrgFullName,TypeName,ShortName,RegionName,FormName,FullName,WebSite,Id
Действующее,государственное бюджетное образовательное учреждение высшего образования Калининградской области «Педагогический институт»,Образовательная организация высшего образования,ГБОУ ВО КО «Педагогический институт»,Калининградская область,Бюджетные учреждения,государственное бюджетное образовательное учреждение высшего образования Калининградской области «Педагогический институт»,www.ipc39.ru,b4c76b2b-efc3-adaf-a0fc-0b28124ac4d2
Действующее,государственное бюджетное образовательное учреждение высшего образования Московской области «Академия социального управления»,Образовательная организация высшего образования,АСОУ,г. Москва,Бюджетные учреждения,государственное бюджетное образовательное учреждение высшего образования Московской области «Академия социального управления»,,6f1982bd-d74f-b263-01c0-18f24b413eb4
Действующее,государственное бюджетное образовательное учреждение высшего образования Челябинской области  «Магнитогорская государственная консерватория (академия) имени М.И. Глинки»,Образовательная организация высшего образования,ГБОУ ВО ЧО «МаГК (академия) имени М.И. Глинки»,Челябинская область,государственное бюджетное образовательное учреждение,государственное бюджетное образовательное учреждение высшего образования Челябинской области «Магнитогорская государственная консерватория (академия) имени М.И. Глинки»,www.magkmusic.com,7e9b379b-a11e-77c3-6162-4cceb0539f0c
Действующее,государственное бюджетное образовательное учреждение высшего образования Челябинской области «Магнитогорская государственная консерватория (академия) имени М.И. Глинки»,Образовательная организация высшего образования,ГБОУ ВО ЧО «МаГК (академия) имени М.И. Глинки»,Челябинская область,государственное бюджетное образовательное учреждение,государственное бюджетное образовательное учреждение высшего образования Челябинской области «Магнитогорская государственная консерватория (академия) имени М.И. Глинки»,www.magkmusic.com,7e9b379b-a11e-77c3-6162-4cceb0539f0c
Действующее,государственное казенное образовательное учреждение высшего образования «Российская таможенная академия»,Образовательная организация высшего образования,Российская таможенная академия,Московская область,государственное казенное образовательное учреждение,государственное казенное образовательное учреждение высшего образования «Российская таможенная академия»,http://rta.customs.ru,10452b8d-5666-700f-ce86-72f62dfac427
Действующее,государственное образовательное бюджетное учреждение культуры высшего образования «Волгоградский государственный институт искусств и культуры»,Образовательная организация высшего образования,ГОБУК ВО «ВГИИК»,Волгоградская область,государственное бюджетное учреждение,государственное образовательное бюджетное учреждение культуры высшего образования «Волгоградский государственный институт искусств и культуры»,вгиик.рф,9b5593a4-5b93-8c18-d6a0-a09fa66732dd
Действующее,государственное образовательное учреждение высшего  образования «Коми республиканская академия государственной службы и управления»,Образовательная организация высшего образования,ГОУ ВО КРАГСиУ,Республика Коми,,государственное образовательное учреждение высшего  образования «Коми республиканская академия государственной службы и управления»,,45743c2b-e3ef-aaa2-a1d5-d2f542892b9c
Действующее,государственное образовательное учреждение высшего образования «Коми республиканская академия государственной службы и управления»,Образовательная организация высшего образования,ГОУ ВО КРАГСиУ,Республика Коми,,государственное образовательное учреждение высшего  образования «Коми республиканская академия государственной службы и управления»,,45743c2b-e3ef-aaa2-a1d5-d2f542892b9c
Действующее,государственное образовательное учреждение высшего образования Московской области «Государственный гуманитарно-технологический университет»,Образовательная организация высшего образования,ГГТУ,Московская область,Бюджетные учреждения,государственное образовательное учреждение высшего образования Московской области «Государственный гуманитарно-технологический университет»,,43ea3e0b-a916-ea59-9a2c-5a96121976ff
Действующее,государственное образовательное учреждение высшего образования Московской области «Государственный социально-гуманитарный университет»,Образовательная организация высшего образования,ГОУ ВО МО «Государственный социально-гуманитарный университет»,Московская область,государственное образовательное учреждение субъекта Федерации,государственное образовательное учреждение высшего образования Московской области «Государственный социально-гуманитарный университет»,www/ kolomna-kgpi.ru,8719b7b7-91c4-20bc-8762-3a58f885d8d0
Действующее,межгосударственное образовательное учреждение высшего образования «Белорусско-Российский университет»,Образовательная организация высшего образования,Белорусско-Российский университет,"образовательные учреждения, находящиеся за пределами Российской Федерации",государственное образовательное учреждение,межгосударственное образовательное учреждение высшего образования «Белорусско-Российский университет»,www.bru.by,aec0926d-3f14-7081-9f65-a3c37776fb7c
Действующее,межгосударственное образовательное учреждение высшего образования «Российско-Таджикский (Cлавянский) университет»,Образовательная организация высшего образования,МОУ ВО РТСУ,"образовательные учреждения, находящиеся за пределами Российской Федерации",Бюджетные учреждения,межгосударственное образовательное учреждение высшего образования «Российско-Таджикский (Cлавянский) университет»,http://www.rtsu.tj/ru,17e51d6b-2019-73fe-7e16-41293e004683
Действующее,муниципальное бюджетное образовательное учреждение высшего образования городского округа Тольятти «Тольяттинская консерватория»,Образовательная организация высшего образования,МБОУ ВО «Тольяттинская консерватория»,Самарская область,муниципальное бюджетное образовательное учреждение,муниципальное бюджетное образовательное учреждение высшего образования городского округа Тольятти «Тольяттинская консерватория»,,d8e325bd-cdda-c2e8-8960-aebaab9d88d0
Действующее,муниципальное образовательное автономное учреждение высшего образования «Воронежский институт экономики и социального управления»,Образовательная организация высшего образования,МОАУ ВО «Воронежский институт экономики и социального управления»,Воронежская область,,муниципальное образовательное автономное учреждение высшего образования «Воронежский институт экономики и социального управления»,,b5637edb-7c1e-1f92-1421-49cb8c3e03da
Действующее,"некоммерческое частное образовательное учреждение высшего образования «Невинномысский институт экономики, управления и права»",Образовательная организация высшего образования,НЧОУ ВО «НИЭУП»,Ставропольский край,Частные учреждения,"некоммерческое частное образовательное учреждение высшего образования «Невинномысский институт экономики, управления и права»",http://nieup.ru/,46414b30-529d-b88c-fc45-bcc58c64f768
Действующее,областное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный институт искусств»,Образовательная организация высшего образования,ОГБОУ ВО «Смоленский государственный институт искусств»,Смоленская область,Бюджетные учреждения,областное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный институт искусств»,,ce077df9-ce97-3f4e-5028-56dd32d72355
Действующее,образовательное частное учреждение высшего образования «Московский университет имени А.С. Грибоедова»,Образовательная организация высшего образования,ИМПЭ им. А.С. Грибоедова,г. Москва,Частные учреждения,образовательное частное учреждение высшего образования «Московский университет имени А.С. Грибоедова»,NULL,23c0b530-1655-3a4a-901c-9b036a0a1d2f
Действующее,ордена Трудового Красного Знамени федеральное государственное бюджетное образовательное учреждение высшего образования «Московский технический университет связи и информатики»,Образовательная организация высшего образования,МТУСИ,г. Москва,федеральное государственное бюджетное учреждение,ордена Трудового Красного Знамени федеральное государственное бюджетное образовательное учреждение высшего образования «Московский технический университет связи и информатики»,http://www.mtuci.ru/,6d0a6c76-cabf-0a34-687c-6ed621ded8ad
Действующее,федеральное государственное автономное  образовательное учреждение высшего образования «Национальный исследовательский университет «Московский институт электронной техники»,Образовательная организация высшего образования,Национальный исследовательский университет «МИЭТ»; НИУ МИЭТ; МИЭТ,г. Москва,федеральное государственное автономное образовательное учреждение,федеральное государственное автономное  образовательное учреждение высшего образования «Национальный исследовательский университет «Московский институт электронной техники»,www.miet.ru,87cde96d-dfed-7e68-14d1-348fd8b4f87c
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Балтийский федеральный университет имени Иммануила Канта»,Образовательная организация высшего образования,"ФГАОУ ВО «Балтийский федеральный университет имени Иммануила Канта», ФГАОУ ВО «Балтийский федеральный университет им. И. Канта», Балтийский федеральный университет имени Иммануила Канта, Балтийский федеральный университет им. И. Канта, ФГАОУ ВО «БФУ им. И. Канта», БФУ им. И. Канта",Калининградская область,федеральное государственное автономное образовательное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Балтийский федеральный университет имени Иммануила Канта»,https://www.kantiana.ru/,36e5fb02-053a-24fa-8f22-9b479a6ff037
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Белгородский государственный национальный исследовательский университет»,Образовательная организация высшего образования,"ФГАОУ ВО «Белгородский государственный  национальный исследовательский университет», Белгородский государственный  национальный исследовательский университет, НИУ ""БелГУ""",Белгородская область,федеральное государственное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Белгородский государственный национальный исследовательский университет»,http://bsu.edu.ru/bsu/,d479a45c-3639-e54a-0219-e6401553f943
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Волгоградский государственный университет»,Образовательная организация высшего образования,"ВолГУ, ФГАОУ ВО «Волгоградский государственный университет», Волгоградский государственный университет, ФГАОУ ВО ВолГУ",Волгоградская область,федеральное государственное автономное образовательное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Волгоградский государственный университет»,www.volsu.ru,10d9523d-9b88-5715-8e3b-d795e3f0f239
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Государственный университет просвещения»,Образовательная организация высшего образования,"ФГАОУ ВО «Государственный университет просвещения», Государственный университет просвещения, Просвет",г. Москва,федеральное бюджетное образовательное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Государственный университет просвещения»,www.mgou.ru,50e5c1cc-d9eb-60ba-14f3-212d87dd28df
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Дальневосточный федеральный университет»,Образовательная организация высшего образования,"ФГАОУ ВО «Дальневосточный федеральный университет», Дальневосточный федеральный университет, ФГАОУ ВО ДВФУ, ДВФУ",Приморский край,,федеральное государственное автономное образовательное учреждение высшего образования «Дальневосточный федеральный университет»,https://www.dvfu.ru/,de21ee22-4fa1-668f-a011-79757f41bd62
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Казанский (Приволжский) федеральный университет»,Образовательная организация высшего образования,"ФГАОУ ВО «Казанский (Приволжский) федеральный университет», ФГАОУ ВО КФУ, КФУ, Казанский федеральный университет, Казанский университет, Казанский (Приволжский) федеральный университет",Республика Татарстан (Татарстан),федеральное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Казанский (Приволжский) федеральный университет»,www.kpfu.ru,678f0adf-30db-2e09-a406-7331407451c3
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Крымский федеральный университет имени В.И. Вернадского»,Образовательная организация высшего образования,Крымский федеральный университет имени В.И. Вернадского; ФГАОУ ВО «КФУ им. В.И. Вернадского»,Республика Крым,федеральное государственное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Крымский федеральный университет имени В.И. Вернадского»,https://cfuv.ru/,5d140d8d-1832-ca3a-d018-32b4448ed1ac
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)»,Образовательная организация высшего образования,Университет имени О.Е. Кутафина (МГЮА); МГЮА (Университет имени О.Е. Кутафина),г. Москва,федеральное государственное бюджетное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)»,http://msal.ru/,f931fecc-854b-9ffe-91df-dd4e0dc71a21
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Московский политехнический университет»,Образовательная организация высшего образования,"Московский политехнический университет, Московский Политех, Политех",г. Москва,федеральное государственное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Московский политехнический университет»,mospolytech.ru,90732433-a7c2-4434-b157-755395cfbebc
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Московский физико-технический институт (национальный исследовательский университет)»,Образовательная организация высшего образования,"МФТИ, Физтех",г. Москва,федеральное государственное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Московский физико-технический институт (национальный исследовательский университет)»,mipt.ru,bd8a13fd-6c3d-d8f0-20f1-e05321e3fc8d
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Мурманский арктический университет»,Образовательная организация высшего образования,"ФГАОУ ВО «Мурманский арктический университет», Мурманский арктический университет, ФГАОУ ВО «МАУ», МАУ",Мурманская область,Бюджетные учреждения,федеральное государственное автономное образовательное учреждение высшего образования «Мурманский арктический университет»,www.mstu.edu.ru,9d236336-c0f4-a3b6-ddd9-0e505e2b337a
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»,Образовательная организация высшего образования,"Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского, Нижегородский государственный университет им. Н.И. Лобачевского, ННГУ им. Н.И. Лобачевского, Университет Лобачевского, ННГУ",Нижегородская область,федеральное государственное автономное образовательное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»,http://www.unn.ru/,95fff74f-fe43-8ebd-4298-30ec79f40a9f
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский государственный университет»,Образовательная организация высшего образования,"Национальный исследовательский Томский государственный университет, Томский государственный университет, НИ ТГУ, ТГУ",Томская область,федеральное государственное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский государственный университет»,www.tsu.ru,6c394995-5c69-b54a-06f1-fa75242382c2
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский политехнический университет»,Образовательная организация высшего образования,"ФГАОУ ВО НИ ТПУ, ТПУ, Национальный исследовательский Томский политехнический университет, Томский политехнический университет",Томская область,федеральное государственное автономное образовательное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский политехнический университет»,,0883cc88-0438-de29-3816-81e2f5b1af71
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский технологический университет «МИСИС»,Образовательная организация высшего образования,"Университет науки и технологий МИСИС, Университет МИСИС, НИТУ МИСИС, МИСИС",г. Москва,федеральное государственное автономное образовательное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский технологический университет «МИСИС»,www.misis.ru,7f023164-cc81-aab5-9065-aa0192a1b7b6
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Высшая школа экономики»,Образовательная организация высшего образования,"Национальный исследовательский университет «Высшая школа экономики», Высшая школа экономики, НИУ ВШЭ, ВШЭ",г. Москва,федеральное государственное автономное образовательное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Высшая школа экономики»,http://www.hse.ru,41a3bed4-aa80-bb95-b6a1-1a07624c26f0
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет ИТМО»,Образовательная организация высшего образования,"Университет ИТМО, НИУ ИТМО, ИТМО",г. Санкт-Петербург,федеральное государственное автономное образовательное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет ИТМО»,www.itmo.ru,40f69b93-b33e-e83c-b169-aa21d570a1e2
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»,Образовательная организация высшего образования,НИЯУ МИФИ,г. Москва,федеральное государственное автономное образовательное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»,http://www.mephi.ru,90c21167-0435-a9e7-5526-1162eb4fee6a
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Новосибирский национальный исследовательский государственный университет»,Образовательная организация высшего образования,"Новосибирский государственный университет, НГУ",Новосибирская область,Бюджетные учреждения,федеральное государственное автономное образовательное учреждение высшего образования «Новосибирский национальный исследовательский государственный университет»,https://www.nsu.ru,0e318ccf-9002-bd4e-2090-75d4f6d377a5
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Омский государственный технический университет»,Образовательная организация высшего образования,"ФГАОУ ВО «Омский государственный технический университет», ОмГТУ",Омская область,федеральное государственное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Омский государственный технический университет»,http://www.omgtu.ru/,a8d294ba-37cb-d7d5-2d05-9bc49552972f
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Омский государственный университет им. Ф.М. Достоевского»,Образовательная организация высшего образования,"ФГАОУ ВО «ОмГУ им. Ф.М. Достоевского», ОмГУ им. Ф.М. Достоевского, ОмГУ",Омская область,федеральное государственное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Омский государственный университет им. Ф.М. Достоевского»,http://omsu.ru,727809c8-cd04-6947-cb29-6cb70aa8857e
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Пермский государственный национальный исследовательский университет»,Образовательная организация высшего образования,"ФГАОУ ВО «Пермский государственный национальный исследовательский университет»,  ПГНИУ, Пермский государственный национальный исследовательский университет, Пермский государственный университет, ПГУ",Пермский край,автономное учреждение (гос),федеральное государственное автономное образовательное учреждение высшего образования «Пермский государственный национальный исследовательский университет»,http://www.psu.ru/,ec77ac64-6fea-6564-609d-4eab8e6f841c
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Пермский национальный исследовательский политехнический университет»,Образовательная организация высшего образования,"ФГАОУ ВО «Пермский национальный исследовательский политехнический университет», ФГАОУ ВО «ПНИПУ», «ПНИПУ»",Пермский край,Бюджетные учреждения,федеральное государственное автономное образовательное учреждение высшего образования «Пермский национальный исследовательский политехнический университет»,http://pstu.ru/,fb9a9517-8906-0fac-0839-2edfac757b66
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Российский государственный профессионально-педагогический университет»,Образовательная организация высшего образования,"ФГАОУ ВО «РГППУ», РГППУ, ФГАОУ ВО «Российский государственный профессионально-педагогический университет»",Свердловская область,,федеральное государственное автономное образовательное учреждение высшего образования «Российский государственный профессионально-педагогический университет»,http://www.rsvpu.ru/,b8f9a0e1-5be2-03f7-96cf-2904aba9b2ea
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М. Губкина»,Образовательная организация высшего образования,"ФГАОУ ВО «РГУ нефти и газа (НИУ) имени И.М. Губкина», РГУ нефти и газа (НИУ) имени И.М. Губкина, Губкинский университет",г. Москва,Государственное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М. Губкина»,www.gubkin.ru,eac0a8eb-83c0-2c28-57fd-5d3ed32dd897
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Российский национальный исследовательский медицинский университет имени Н.И. Пирогова» Министерства здравоохранения Российской Федерации,Образовательная организация высшего образования,ФГАОУ ВО РНИМУ им. Н.И. Пирогова Минздрава России,г. Москва,Бюджетные учреждения,федеральное государственное автономное образовательное учреждение высшего образования «Российский национальный исследовательский медицинский университет имени Н.И. Пирогова» Министерства здравоохранения Российской Федерации,www.rsmu.ru,e15fc76d-2cb2-aedc-80c9-643d34f83ec1
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Российский университет транспорта»,Образовательная организация высшего образования,"ФГАОУ ВО РУТ (МИИТ), РУТ (МИИТ)",г. Москва,федеральное государственное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Российский университет транспорта»,www.miit.ru,6be2e3ef-7eaf-d34c-ad8f-dc181bc67774
Действующее,федеральное государственное автономное образовательное учреждение высшего образования «Самарский государственный экономический университет»,Образовательная организация высшего образования,"СГЭУ, ФГАОУ ВО «СГЭУ», ФГАОУ ВО «Самарский государственный экономический университет», Самарский государственный экономический университет",Самарская область,федеральное государственное автономное учреждение,федеральное государственное автономное образовательное учреждение высшего образования «Самарский государственный экономический университет»,http://www.sseu.ru/,ee693920-9cc6-291d-004c-88d602a86019
