ShortName,RegionName,FullName,WebSite
"ФГБПОУ ""БЦБК""",Иркутская область,"Федеральное государственное бюджетное профессиональное образовательное учреждение ""Братский целлюлозно-бумажный колледж""",https://brstu.ru/
ФГКОУ Институт ФСБ России (г. Нижний Новгород),Нижегородская область,Федеральное государственное казенное образовательное учреждение высшего образования «Институт Федеральной службы безопасности Российской Федерации (г. Нижний Новгород)»,
ФГБОУ ВО «ДонГТУ»,Луганская Народная Республика,Федеральному государственному бюджетному образовательному учреждению высшего образования «Донбасский государственный технический университет»,https://www.dstu.education/
ЧООВО «ИМЭ»,Республика Дагестан,Частная образовательная организация высшего образования «Институт мировой экономики»,http://www.imeder.ru/
"ЧОУ ВО «Владикавказский институт управления», Владикавказский институт управления, ВИУ",Республика Северная Осетия - Алания,Частное образовательное учреждение высшего образования «Владикавказский институт управления»,http://viu-online.ru/
ЧОУ ВО «СаГА»,Самарская область,Частное образовательное учреждение высшего образования «Самарская гуманитарная академия»,
"ЧОУ ВО ""ИМТП""",г. Москва,"Частное образовательное учреждение высшего образования  ""Институт международной торговли и права""",https://www.imtp.ru/
"ЧОУ ВО ""БАТиП""",г. Санкт-Петербург,"Частное образовательное учреждение высшего образования ""Балтийская академия туризма и предпринимательства""",http://batp.ru/
"ЧОУ ВО АУП, АУП",г. Москва,Частное образовательное учреждение высшего образования «Академия управления и производства»,https://amp1996.ru/
ЧОУ ВО «БГИ»,г. Санкт-Петербург,Частное образовательное учреждение высшего образования «Балтийский Гуманитарный Институт»,http://bhi.spb.ru/
ЧОУ ВО «ВСИЭП»,Иркутская область,Частное образовательное учреждение высшего образования «Восточно-Сибирский институт экономики и права»,https://vsiep.ru/
ЧОУВО «ДВИК»,Приморский край,Частное образовательное учреждение высшего образования «Дальневосточный институт коммуникаций»,https://www.dvik.info/
ЧОУ ВО ЕИУБП,Ставропольский край,"Частное образовательное учреждение высшего образования «Ессентукский институт управления, бизнеса и права»",http://eiubp.ru/
"ЧОУ ВО «ИНСТИТУТ ДРУЖБЫ НАРОДОВ КАВКАЗА», ЧОУ ВО «ИДНК», ИДНК, ЧОУ «ИДНК», ЧОУ «ИНСТИТУТ ДРУЖБЫ НАРОДОВ КАВКАЗА»",Ставропольский край,Частное образовательное учреждение высшего образования «ИНСТИТУТ ДРУЖБЫ НАРОДОВ КАВКАЗА»,https://www.idnk.ru/
ЧОУ ВО «ИСГЗ»,Республика Татарстан (Татарстан),Частное образовательное учреждение высшего образования «Институт социальных и гуманитарных знаний»,https://isgz.ru/
"«Кумертауский институт экономики и права», «КИЭП»",Республика Башкортостан,Частное образовательное учреждение высшего образования «Кумертауский институт экономики и права»,https://kiep.ucoz.ru/
МЭБИК,Курская область,"Частное образовательное учреждение высшего образования «Курский институт менеджмента, экономики и бизнеса»",https://www.mebik.ru/
ЧОУВО МИДиС,Челябинская область,Частное образовательное учреждение высшего образования «Международный Институт Дизайна и Сервиса»,https://midis.ru/
ЧОУВО «МУ им. С.Ю. Витте»,г. Москва,Частное образовательное учреждение высшего образования «Московский университет имени С.Ю. Витте»,https://www.muiv.ru/
ЧОУ ВО «РОСИ»,Курская область,Частное образовательное учреждение высшего образования «Региональный открытый социальный институт»,http://rosi-edu.ru/
РИЗП,Ростовская область,Частное образовательное учреждение высшего образования «Ростовский институт защиты предпринимателя»,https://www.rizp.ru/
ЧОУ ВО «СПбИЭУ»,г. Санкт-Петербург,Частное образовательное учреждение высшего образования «Санкт-Петербургский институт экономики и управления»,https://www.spbiem.ru/
ЧОУВО «СПбМСИ»,г. Санкт-Петербург,Частное образовательное учреждение высшего образования «Санкт-Петербургский медико-социальный институт»,https://medinstitut.org/
ЧОУВО «СПбРСИ»,г. Санкт-Петербург,Частное образовательное учреждение высшего образования «Санкт-Петербургский реставрационно-строительный институт»,https://spbrsi.ru/
"ЧОУ  ВО ""СПИ""",Республика Дагестан,Частное образовательное учреждение высшего образования «Социально-педагогический институт»,https://spi-vuz.ru/
"Таганрогский институт управления и экономики, ЧОУ ВО «Таганрогский институт управления и экономики», ТИУиЭ",Ростовская область,Частное образовательное учреждение высшего образования «Таганрогский институт управления и экономики»,https://www.tmei.ru/
Тольяттинская академия управления,Самарская область,Частное образовательное учреждение высшего образования «Тольяттинская академия управления»,https://www.taom.academy/
ЧОУ ВО ЮУ (ИУБиП),Ростовская область,Частное образовательное учреждение высшего образования «ЮЖНЫЙ УНИВЕРСИТЕТ (ИУБиП)»,http://www.iubip.ru/
ЧОУ ВО «Юридический институт»,г. Санкт-Петербург,Частное образовательное учреждение высшего образования «Юридический институт»,https://lawinst-spb.ru/
ООВО «МИИ»,г. Москва,Частное учреждение - образовательная организация высшего образования Московский исламский институт,https://miu.su/
ЧУ ВО «ИГА»,г. Москва,Частное учреждение высшего образования «Институт государственного администрирования»,https://iga.ru/
ЧУ ВО МосАП,г. Москва,Частное учреждение высшего образования «Московская академия предпринимательства»,https://mosap.ru/
МСЭИ,г. Москва,Частное учреждение высшего образования «Московский социально-экономический институт»,https://www.msei.ru/
ЧУВО РИИ,Республика Татарстан (Татарстан),Частное учреждение высшего образования «Российский исламский институт»,https://kazanriu.ru/
ЮРГИ,Ростовская область,Частное учреждение высшего образования «Южно-Российский гуманитарный институт»,http://urgi.info/
Медицинский университет «Реавиз»,Самарская область,частное учреждение образовательная организация высшего образования «Медицинский университет «Реавиз»,https://www.reaviz.ru/
ЧУОО ВО «ОмГА»,Омская область,Частное учреждение образовательная организация высшего образования «Омская гуманитарная академия»,http://www.omga.su/
Сибирский университет потребительской кооперации (СибУПК),Новосибирская область,автономная некоммерческая образовательная организация высшего образования Центросоюза Российской Федерации «Сибирский университет потребительской кооперации»,http://www.sibupk.su/
БУ «Сургутский государственный педагогический университет»,Ханты-Мансийский автономный округ - Югра,бюджетное учреждение высшего образования Ханты-Мансийского автономного округа - Югры «Сургутский государственный педагогический университет»,http://www.surgpu.ru/
БУ «Ханты - Мансийская государственная медицинская академия»,Ханты-Мансийский автономный округ - Югра,бюджетное учреждение высшего образования Ханты-Мансийского автономного округа - Югры «Ханты-Мансийская государственная медицинская академия»,https://hmgma.ru/
"БУ ВО «Сургутский государственный университет», Сургутский государственный университет, СурГУ",Ханты-Мансийский автономный округ - Югра,бюджетное учреждение высшего образования Ханты-Мансийского автономного округа – Югры «Сургутский государственный университет»,http://www.surgu.ru/index
"ГАОУ ВО «Дагестанский государственный университет народного хозяйства», Дагестанский государственный университет народного хозяйства, ДГУНХ",Республика Дагестан,государственное автономное образовательное учреждение высшего образования «Дагестанский государственный университет народного хозяйства»,http://dgunh.ru/
"НГГТИ, ГАОУ ВО «Невинномысский государственный гуманитарно-технический институт»",Ставропольский край,государственное автономное образовательное учреждение высшего образования «Невинномысский государственный гуманитарно-технический институт»,http://нггти.рф/
ГАОУ ВО НСО НГТИ,Новосибирская область,государственное автономное образовательное учреждение высшего образования Новосибирской области «Новосибирский государственный театральный институт»,https://www.ngti.ru/
ГБОУ АО ВО «АГАСУ»,Астраханская область,государственное бюджетное образовательное учреждение Астраханской области высшего образования «Астраханский государственный архитектурно-строительный университет»,https://агасу.рф/
ГБОУ ВО АГНИ,Республика Татарстан (Татарстан),государственное бюджетное образовательное учреждение высшего образования «Альметьевский государственный нефтяной институт»,https://agni-rt.ru/
"ГБОУ ВО «Волжский институт экономики, педагогики и права», ГБОУ ВО ВИЭПП, ВИЭПП",Волгоградская область,"государственное бюджетное образовательное учреждение высшего образования «Волжский институт экономики, педагогики и права»",https://www.viepp.ru/
ГБОУ ВО «ОГИИ им. Л. и М. Ростроповичей»,Оренбургская область,государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный институт искусств им. Л. и М. Ростроповичей»,https://osiart.ru/
СОГПИ,Республика Северная Осетия - Алания,государственное бюджетное образовательное учреждение высшего образования «Северо-Осетинский государственный педагогический институт»,
ГБОУ ВО СГПИ,Ставропольский край,государственное бюджетное образовательное учреждение высшего образования «Ставропольский государственный педагогический институт»,https://sspi.ru/
ГБОУ ВО «ЮУрГИИ им. П.И. Чайковского»,Челябинская область,государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный институт искусств имени П.И. Чайковского»,https://uyrgii.ru/
ГБОУ ВО КО «Педагогический институт»,Калининградская область,государственное бюджетное образовательное учреждение высшего образования Калининградской области «Педагогический институт»,
АСОУ,г. Москва,государственное бюджетное образовательное учреждение высшего образования Московской области «Академия социального управления»,https://asou-mo.ru/
ГБОУ ВО ЧО «МаГК (академия) имени М.И. Глинки»,Челябинская область,государственное бюджетное образовательное учреждение высшего образования Челябинской области «Магнитогорская государственная консерватория (академия) имени М.И. Глинки»,https://www.magkmusic.com/
Российская таможенная академия,Московская область,государственное казенное образовательное учреждение высшего образования «Российская таможенная академия»,http://academy.customs.gov.ru/
ГОБУК ВО «ВГИИК»,Волгоградская область,государственное образовательное бюджетное учреждение культуры высшего образования «Волгоградский государственный институт искусств и культуры»,https://vgiik.com/
ГОУ ВО КРАГСиУ,Республика Коми,государственное образовательное учреждение высшего  образования «Коми республиканская академия государственной службы и управления»,https://www.krags.ru/
ГГТУ,Московская область,государственное образовательное учреждение высшего образования Московской области «Государственный гуманитарно-технологический университет»,https://www.ggtu.ru/
ГОУ ВО МО «Государственный социально-гуманитарный университет»,Московская область,государственное образовательное учреждение высшего образования Московской области «Государственный социально-гуманитарный университет»,https://gukolomna.ru/
Белорусско-Российский университет,"образовательные учреждения, находящиеся за пределами Российской Федерации",межгосударственное образовательное учреждение высшего образования «Белорусско-Российский университет»,
МОУ ВО РТСУ,"образовательные учреждения, находящиеся за пределами Российской Федерации",межгосударственное образовательное учреждение высшего образования «Российско-Таджикский (Cлавянский) университет»,https://rtsu.tj/
МБОУ ВО «Тольяттинская консерватория»,Самарская область,муниципальное бюджетное образовательное учреждение высшего образования городского округа Тольятти «Тольяттинская консерватория»,
МОАУ ВО «Воронежский институт экономики и социального управления»,Воронежская область,муниципальное образовательное автономное учреждение высшего образования «Воронежский институт экономики и социального управления»,http://viesm.ru/
НЧОУ ВО «НИЭУП»,Ставропольский край,"некоммерческое частное образовательное учреждение высшего образования «Невинномысский институт экономики, управления и права»",https://nieup.ru/
ОГБОУ ВО «Смоленский государственный институт искусств»,Смоленская область,областное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный институт искусств»,https://sgii-smol.ru/
ИМПЭ им. А.С. Грибоедова,г. Москва,образовательное частное учреждение высшего образования «Московский университет имени А.С. Грибоедова»,https://www.iile.ru/
МТУСИ,г. Москва,ордена Трудового Красного Знамени федеральное государственное бюджетное образовательное учреждение высшего образования «Московский технический университет связи и информатики»,https://mtuci.ru/
Национальный исследовательский университет «МИЭТ»; НИУ МИЭТ; МИЭТ,г. Москва,федеральное государственное автономное  образовательное учреждение высшего образования «Национальный исследовательский университет «Московский институт электронной техники»,https://www.miet.ru/
"ФГАОУ ВО «Балтийский федеральный университет имени Иммануила Канта», ФГАОУ ВО «Балтийский федеральный университет им. И. Канта», Балтийский федеральный университет имени Иммануила Канта, Балтийский федеральный университет им. И. Канта, ФГАОУ ВО «БФУ им. И. Канта», БФУ им. И. Канта",Калининградская область,федеральное государственное автономное образовательное учреждение высшего образования «Балтийский федеральный университет имени Иммануила Канта»,https://kantiana.ru/
"ФГАОУ ВО «Белгородский государственный  национальный исследовательский университет», Белгородский государственный  национальный исследовательский университет, НИУ ""БелГУ""",Белгородская область,федеральное государственное автономное образовательное учреждение высшего образования «Белгородский государственный национальный исследовательский университет»,https://bsuedu.ru/bsu/
"ВолГУ, ФГАОУ ВО «Волгоградский государственный университет», Волгоградский государственный университет, ФГАОУ ВО ВолГУ",Волгоградская область,федеральное государственное автономное образовательное учреждение высшего образования «Волгоградский государственный университет»,http://www.volsu.ru/
"ФГАОУ ВО «Государственный университет просвещения», Государственный университет просвещения, Просвет",г. Москва,федеральное государственное автономное образовательное учреждение высшего образования «Государственный университет просвещения»,https://guppros.ru/
"ФГАОУ ВО «Дальневосточный федеральный университет», Дальневосточный федеральный университет, ФГАОУ ВО ДВФУ, ДВФУ",Приморский край,федеральное государственное автономное образовательное учреждение высшего образования «Дальневосточный федеральный университет»,https://www.dvfu.ru/
"ФГАОУ ВО «Казанский (Приволжский) федеральный университет», ФГАОУ ВО КФУ, КФУ, Казанский федеральный университет, Казанский университет, Казанский (Приволжский) федеральный университет",Республика Татарстан (Татарстан),федеральное государственное автономное образовательное учреждение высшего образования «Казанский (Приволжский) федеральный университет»,https://kpfu.ru/
Крымский федеральный университет имени В.И. Вернадского; ФГАОУ ВО «КФУ им. В.И. Вернадского»,Республика Крым,федеральное государственное автономное образовательное учреждение высшего образования «Крымский федеральный университет имени В.И. Вернадского»,https://cfuv.ru/
Университет имени О.Е. Кутафина (МГЮА); МГЮА (Университет имени О.Е. Кутафина),г. Москва,федеральное государственное автономное образовательное учреждение высшего образования «Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)»,https://msal.ru/
"Московский политехнический университет, Московский Политех, Политех",г. Москва,федеральное государственное автономное образовательное учреждение высшего образования «Московский политехнический университет»,https://mospolytech.ru/
"МФТИ, Физтех",г. Москва,федеральное государственное автономное образовательное учреждение высшего образования «Московский физико-технический институт (национальный исследовательский университет)»,https://mipt.ru/
"ФГАОУ ВО «Мурманский арктический университет», Мурманский арктический университет, ФГАОУ ВО «МАУ», МАУ",Мурманская область,федеральное государственное автономное образовательное учреждение высшего образования «Мурманский арктический университет»,https://www.mauniver.ru/
"Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского, Нижегородский государственный университет им. Н.И. Лобачевского, ННГУ им. Н.И. Лобачевского, Университет Лобачевского, ННГУ",Нижегородская область,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Нижегородский государственный университет им. Н.И. Лобачевского»,http://www.unn.ru/
"Национальный исследовательский Томский государственный университет, Томский государственный университет, НИ ТГУ, ТГУ",Томская область,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский государственный университет»,https://www.tsu.ru/
"ФГАОУ ВО НИ ТПУ, ТПУ, Национальный исследовательский Томский политехнический университет, Томский политехнический университет",Томская область,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский Томский политехнический университет»,https://tpu.ru/
"Университет науки и технологий МИСИС, Университет МИСИС, НИТУ МИСИС, МИСИС",г. Москва,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский технологический университет «МИСИС»,https://misis.ru/
"Национальный исследовательский университет «Высшая школа экономики», Высшая школа экономики, НИУ ВШЭ, ВШЭ",г. Москва,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Высшая школа экономики»,https://www.hse.ru/
"Университет ИТМО, НИУ ИТМО, ИТМО",г. Санкт-Петербург,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет ИТМО»,https://itmo.ru/
НИЯУ МИФИ,г. Москва,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»,https://www.mephi.ru/
"Новосибирский государственный университет, НГУ",Новосибирская область,федеральное государственное автономное образовательное учреждение высшего образования «Новосибирский национальный исследовательский государственный университет»,https://www.nsu.ru/
"ФГАОУ ВО «Омский государственный технический университет», ОмГТУ",Омская область,федеральное государственное автономное образовательное учреждение высшего образования «Омский государственный технический университет»,https://www.omgtu.ru/
"ФГАОУ ВО «ОмГУ им. Ф.М. Достоевского», ОмГУ им. Ф.М. Достоевского, ОмГУ",Омская область,федеральное государственное автономное образовательное учреждение высшего образования «Омский государственный университет им. Ф.М. Достоевского»,https://omsu.ru/
"ФГАОУ ВО «Пермский государственный национальный исследовательский университет»,  ПГНИУ, Пермский государственный национальный исследовательский университет, Пермский государственный университет, ПГУ",Пермский край,федеральное государственное автономное образовательное учреждение высшего образования «Пермский государственный национальный исследовательский университет»,http://www.psu.ru/
"ФГАОУ ВО «Пермский национальный исследовательский политехнический университет», ФГАОУ ВО «ПНИПУ», «ПНИПУ»",Пермский край,федеральное государственное автономное образовательное учреждение высшего образования «Пермский национальный исследовательский политехнический университет»,https://pstu.ru/
"ФГАОУ ВО «РГППУ», РГППУ, ФГАОУ ВО «Российский государственный профессионально-педагогический университет»",Свердловская область,федеральное государственное автономное образовательное учреждение высшего образования «Российский государственный профессионально-педагогический университет»,https://rsvpu.ru/
"ФГАОУ ВО «РГУ нефти и газа (НИУ) имени И.М. Губкина», РГУ нефти и газа (НИУ) имени И.М. Губкина, Губкинский университет",г. Москва,федеральное государственное автономное образовательное учреждение высшего образования «Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М. Губкина»,https://www.gubkin.ru/
ФГАОУ ВО РНИМУ им. Н.И. Пирогова Минздрава России,г. Москва,федеральное государственное автономное образовательное учреждение высшего образования «Российский национальный исследовательский медицинский университет имени Н.И. Пирогова» Министерства здравоохранения Российской Федерации,https://rsmu.ru/
"ФГАОУ ВО РУТ (МИИТ), РУТ (МИИТ)",г. Москва,федеральное государственное автономное образовательное учреждение высшего образования «Российский университет транспорта»,https://www.miit.ru/
"СГЭУ, ФГАОУ ВО «СГЭУ», ФГАОУ ВО «Самарский государственный экономический университет», Самарский государственный экономический университет",Самарская область,федеральное государственное автономное образовательное учреждение высшего образования «Самарский государственный экономический университет»,http://www.sseu.ru/
Самарский университет,Самарская область,федеральное государственное автономное образовательное учреждение высшего образования «Самарский национальный исследовательский университет имени академика С.П. Королева»,https://www.ssau.ru/
"ГУАП, ФГАОУ ВО ГУАП, ФГАОУ ВО «Санкт-Петербургский государственный университет аэрокосмического приборостроения», Санкт-Петербургский государственный университет аэрокосмического приборостроения",г. Санкт-Петербург,федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет аэрокосмического приборостроения»,https://guap.ru/
СПбГЭТУ «ЛЭТИ»,г. Санкт-Петербург,федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина)»,https://etu.ru/
"ФГАОУ ВО СПбПУ, СПбПУ, ФГАОУ ВО «СПбПУ», Санкт-Петербургский политехнический университет Петра Великого",г. Санкт-Петербург,федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский политехнический университет Петра Великого»,https://www.spbstu.ru/
ФГАОУ ВО «Севастопольский государственный университет»,,федеральное государственное автономное образовательное учреждение высшего образования «Севастопольский государственный университет»,https://www.sevsu.ru/
"ФГАОУ ВО «Северный (Арктический) федеральный университет имени М.В. Ломоносова», Северный (Арктический) федеральный университет имени М.В. Ломоносова, САФУ, САФУ имени М.В. Ломоносова",Архангельская область,федеральное государственное автономное образовательное учреждение высшего образования «Северный (Арктический) федеральный университет имени М.В. Ломоносова»,https://narfu.ru/
ФГАОУ ВО «Северо-Восточный федеральный университет им. М.К. Аммосова»; Северо-Восточный федеральный университет; СВФУ,Республика Саха (Якутия),федеральное государственное автономное образовательное учреждение высшего образования «Северо-Восточный федеральный университет имени М.К. Аммосова»,https://www.s-vfu.ru/
"ФГАОУ ВО «Северо-Кавказский федеральный университет», Северо-Кавказский федеральный университет, СКФУ",Ставропольский край,федеральное государственное автономное образовательное учреждение высшего образования «Северо-Кавказский федеральный университет»,https://ncfu.ru/
"ФГАОУ ВО «Сибирский федеральный университет», Сибирский федеральный университет, СФУ",Красноярский край,федеральное государственное автономное образовательное учреждение высшего образования «Сибирский федеральный университет»,https://www.sfu-kras.ru/
"ФГАОУ ВО «Тюменский государственный университет», Тюменский государственный университет, ТюмГУ",Тюменская область,федеральное государственное автономное образовательное учреждение высшего образования «Тюменский государственный университет»,https://www.utmn.ru/
"ФГАОУ ВО «УрФУ имени первого Президента России Б.Н. Ельцина», Уральский федеральный университет имени первого Президента России Б.Н. Ельцина, Уральский федеральный университет, УрФУ",Свердловская область,федеральное государственное автономное образовательное учреждение высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина»,
"ФГАОУ ВО «ЮУрГУ (НИУ)», Южно-Уральский государственный университет",Челябинская область,федеральное государственное автономное образовательное учреждение высшего образования «Южно-Уральский государственный университет (национальный исследовательский университет)»,https://www.susu.ru/ru
"Южный федеральный университет, ФГАОУ ВО «ЮФУ», ЮФУ",Ростовская область,федеральное государственное автономное образовательное учреждение высшего образования «Южный федеральный университет»,https://sfedu.ru/
ФГАОУ ВО Первый МГМУ им. И.М. Сеченова Минздрава России (Сеченовский Университет),г. Москва,федеральное государственное автономное образовательное учреждение высшего образования Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения Российской Федерации (Сеченовский Университет),https://www.sechenov.ru/
